Customer ID,Twitter hashtags,Social groups/likes,Social Post/month,SM check Inns/Month,Habits and Interest,Travel frequency/month
7727,,Criminal,23,1,,23
7728,,,24,4,,24
7729,,,16,8,Books,16
7730,Health Issue,Mental health,85,23,Travelling,85
7731,,,0,24,shopoholic,0
7732,,,0,16,,0
7733,,,0,85,,0
7734,,Health Issue,2,0,Travelling,2
7735,Terriost activity,,4,0,,4
7736,,,8,0,,8
7737,,,9,2,Charity,9
7738,,,45,4,,45
7739,,Terriost activity,2,8,,2
7740,,,4,9,Online Gaming,4
7741,Financial issues,,3,45,,3
7742,,spritual,78,2,Smoker,78
7743,Criminal,,1,4,,1
7744,,,1,3,Outdoor Activities,1
7745,,,8,78,,8
7746,Mental health,,0,1,,0
7747,,Sports,5,1,,5
7748,,Financial issues,7,8,Alchohol Abuse,7
7749,,,23,0,,23
7750,Health Issue,Criminal,0,5,Travelling,0
7751,,,5,7,Sports,5
7752,,Sports,1,23,,1
7753,,Financial issues,4,0,,4
7754,,,8,5,Gambling,8
7755,Terriost activity,Criminal,23,1,,23
7756,,,24,4,,24
7757,,,16,8,Books,16
7758,,Mental health,85,23,Travelling,85
7759,,,0,24,shopoholic,0
7760,,,0,16,,0
7761,Financial issues,,0,85,,0
7762,,Health Issue,2,0,Travelling,2
7763,Criminal,,4,0,,4
7764,,,8,0,,8
7765,,,9,2,Charity,9
7766,Mental health,,45,4,,45
7767,,,2,8,,2
7768,,Sports,4,9,Online Gaming,4
7769,,Financial issues,3,45,,3
7770,Health Issue,,78,2,Smoker,78
7771,,Criminal,1,4,,1
7772,,,1,3,Outdoor Activities,1
7773,,,8,78,,8
7774,,Mental health,0,1,,0
7775,Terriost activity,,5,1,,5
7776,,,7,8,Alchohol Abuse,7
7777,,,23,0,,23
7778,,Health Issue,,5,Travelling,
7779,,,,7,Sports,
7780,,,0,23,,0
7781,Financial issues,,5,,,5
7782,,,1,,Gambling,1
7783,Criminal,Terriost activity,4,0,,4
7784,,,8,5,,8
7785,,,23,1,Books,23
7786,Mental health,spritual,24,4,Travelling,24
7787,,,16,8,shopoholic,16
7788,,,85,23,,85
7789,,,0,24,,0
7790,Health Issue,,0,16,Travelling,0
7791,,Sports,0,85,,0
7792,,Financial issues,2,0,,2
7793,,,4,0,Charity,4
7794,,Criminal,8,0,,8
7795,Terriost activity,,9,2,,9
7796,,,45,4,Online Gaming,45
7797,,Mental health,2,8,,2
7798,,,4,9,Smoker,4
7799,,,3,45,,3
7800,,,78,2,Outdoor Activities,78
7801,Financial issues,Health Issue,1,4,,1
7802,,,1,3,,1
7803,Criminal,,8,78,,8
7804,,,0,1,Alchohol Abuse,0
7805,,,5,1,,5
7806,Mental health,Terriost activity,7,8,Travelling,7
7807,,,23,0,Sports,23
7808,,,,5,,
7809,,spritual,0,7,,0
7810,Health Issue,,5,23,Gambling,5
7811,,,1,,,1
7812,,,4,0,,4
7813,,,8,5,Books,8
7814,,Sports,23,1,Travelling,23
7815,Terriost activity,Financial issues,24,4,shopoholic,24
7816,,,16,8,,16
7817,,Criminal,85,23,,85
7818,,,0,24,Travelling,0
7819,,Sports,0,16,,0
7820,,Financial issues,0,85,,0
7821,Financial issues,,2,0,Charity,2
7822,,Criminal,4,0,,4
7823,Criminal,,8,0,,8
7824,,,9,2,Online Gaming,9
7825,,Mental health,45,4,,45
7826,Mental health,,2,8,,2
7827,,,4,9,Smoker,4
7828,,,3,45,,3
7829,,Health Issue,78,2,Outdoor Activities,78
7830,Health Issue,,1,4,,1
7831,,,1,3,,1
7832,,,8,78,,8
7833,,,0,1,Alchohol Abuse,0
7834,,Terriost activity,5,1,,5
7835,Terriost activity,,7,8,Travelling,7
7836,,,23,0,Sports,23
7837,,spritual,0,5,,0
7838,,,5,7,,5
7839,,,1,23,Gambling,1
7840,,,4,0,,4
7841,Financial issues,,8,5,,8
7842,,Sports,23,1,Books,23
7843,Criminal,Financial issues,24,4,Travelling,24
7844,,,16,8,shopoholic,16
7845,,Criminal,85,23,,85
7846,Mental health,,0,24,,0
7847,,,0,16,Travelling,0
7848,,Mental health,0,85,,0
7849,,,2,0,,2
7850,Health Issue,,4,0,Charity,4
7851,,,8,0,,8
7852,,Health Issue,9,2,,9
7853,,,45,4,Online Gaming,45
7854,,,2,8,,2
7855,Terriost activity,,4,9,,4
7856,,,3,45,,3
7857,,Terriost activity,78,2,Smoker,78
7858,,,1,4,,1
7859,,,1,3,Outdoor Activities,1
7860,,spritual,8,78,,8
7861,Financial issues,,0,1,,0
7862,,,5,1,,5
7863,Criminal,,7,8,Alchohol Abuse,7
7864,,,23,0,,23
7865,,Sports,0,5,Travelling,0
7866,Mental health,Financial issues,5,7,Sports,5
7867,,,1,23,,1
7868,,Criminal,4,0,,4
7869,,,8,5,Gambling,8
7870,Health Issue,Sports,23,1,,23
7871,,Financial issues,24,4,,24
7872,,,16,8,Books,16
7873,,Criminal,85,23,Travelling,85
7874,,,0,24,shopoholic,0
7875,Terriost activity,,0,16,,0
7876,,Mental health,0,85,,0
7877,,,2,0,Travelling,2
7878,,,4,0,,4
7879,,,8,0,,8
7880,,Health Issue,9,2,Charity,9
7881,Financial issues,,45,4,,45
7882,,,2,8,,2
7883,Criminal,,4,9,Online Gaming,4
7884,,,3,45,,3
7885,,,78,2,,78
7886,Mental health,Sports,1,4,Smoker,1
7887,,Financial issues,1,3,,1
7888,,,8,78,Outdoor Activities,8
7889,,Criminal,0,1,,0
7890,Health Issue,,5,1,,5
7891,,,7,8,,7
7892,,Mental health,23,0,Alchohol Abuse,23
7893,,,0,5,,0
7894,,,5,7,Travelling,5
7895,Terriost activity,,1,23,Sports,1
7896,,Health Issue,4,0,,4
7897,,,8,5,,8
7898,,,23,1,Gambling,23
7899,,,24,4,,24
7900,,,16,8,,16
7901,Financial issues,Terriost activity,85,23,Books,85
7902,,,0,24,Travelling,0
7903,Criminal,,0,16,shopoholic,0
7904,,spritual,0,85,,0
7905,,,2,0,,2
7906,Mental health,,4,0,Travelling,4
7907,,,8,0,,8
7908,,,9,2,,9
7909,,Sports,45,4,Charity,45
7910,Health Issue,Financial issues,2,8,,2
7911,,,4,9,,4
7912,,Criminal,3,45,Online Gaming,3
7913,,,78,2,,78
7914,,,1,4,Smoker,1
7915,Terriost activity,Mental health,1,3,,1
7916,,,8,78,Outdoor Activities,8
7917,,,0,1,,0
7918,,,5,1,,5
7919,,Health Issue,7,8,,7
7920,,,23,0,Alchohol Abuse,23
7921,Financial issues,,,5,,
7922,,,0,7,Travelling,0
7923,Criminal,,5,23,Sports,5
7924,,Terriost activity,1,,,1
7925,,,4,0,,4
7926,Mental health,,8,5,Gambling,8
7927,,spritual,23,1,,23
7928,,,24,4,,24
7929,,,16,8,Books,16
7930,Health Issue,,85,23,Travelling,85
7931,,,0,24,shopoholic,0
7932,,Sports,0,16,,0
7933,,Financial issues,0,85,,0
7934,,,2,0,Travelling,2
7935,Terriost activity,Criminal,4,0,,4
7936,,,8,0,,8
7937,,Sports,9,2,Charity,9
7938,,Financial issues,45,4,,45
7939,,,2,8,,2
7940,,Criminal,4,9,Online Gaming,4
7941,Financial issues,,3,45,,3
7942,,,78,2,Smoker,78
7943,Criminal,Mental health,1,4,,1
7944,,,1,3,Outdoor Activities,1
7945,,,8,78,,8
7946,Mental health,,0,1,,0
7947,,Health Issue,5,1,,5
7948,,,7,8,Alchohol Abuse,7
7949,,,23,0,,23
7950,Health Issue,,,5,Travelling,
7951,,,0,7,Sports,0
7952,,Terriost activity,5,23,,5
7953,,,1,,,1
7954,,,4,0,Gambling,4
7955,Terriost activity,spritual,8,5,,8
7956,,,23,1,,23
7957,,,24,4,Books,24
7958,,,16,8,Travelling,16
7959,,,85,23,shopoholic,85
7960,,Sports,0,24,,0
7961,Financial issues,Financial issues,0,16,,0
7962,,,0,85,Travelling,0
7963,Criminal,Criminal,2,0,,2
7964,,,4,0,,4
7965,,,8,0,Charity,8
7966,Mental health,Mental health,9,2,,9
7967,,,45,4,,45
7968,,,2,8,Online Gaming,2
7969,,,4,9,,4
7970,Health Issue,Health Issue,3,45,Smoker,3
7971,,,78,2,,78
7972,,,1,4,Outdoor Activities,1
7973,,,1,3,,1
7974,,,8,78,,8
7975,Terriost activity,Terriost activity,0,1,,0
7976,,,5,1,Alchohol Abuse,5
7977,,,7,8,,7
7978,,spritual,23,0,Travelling,23
7979,,,,5,Sports,
7980,,,0,7,,0
7981,Financial issues,,5,23,,5
7982,,,1,,Gambling,1
7983,Criminal,Sports,4,0,,4
7984,,Financial issues,8,5,,8
7985,,,23,1,Books,23
7986,Mental health,Criminal,24,4,Travelling,24
7987,,,16,8,shopoholic,16
7988,,Sports,85,23,,85
7989,,Financial issues,0,24,,0
7990,Health Issue,,0,16,Travelling,0
7991,,Criminal,0,85,,0
7992,,,2,0,,2
7993,,,4,0,Charity,4
7994,,Mental health,8,0,,8
7995,Terriost activity,,9,2,,9
7996,,,45,4,Online Gaming,45
7997,,,2,8,,2
7998,,,4,9,Smoker,4
7999,,,3,45,,3
8000,,,78,2,Outdoor Activities,78
8001,Financial issues,,1,4,,1
8002,,,1,3,,1
8003,Criminal,,8,78,,8
8004,,,0,1,Alchohol Abuse,0
8005,,,5,1,,5
8006,Mental health,,7,8,Travelling,7
8007,,,23,0,Sports,23
8008,,,,5,,
8009,,,0,7,,0
8010,Health Issue,,5,23,Gambling,5
8011,,,1,,,1
8012,,,4,0,,4
8013,,,8,5,Books,8
8014,,,23,1,Travelling,23
8015,Terriost activity,,24,4,shopoholic,24
8016,,,16,8,,16
8017,,,85,23,,85
8018,,,0,24,Travelling,0
8019,,,0,16,,0
8020,,,0,85,,0
8021,Financial issues,,2,0,Charity,2
8022,,,4,0,,4
8023,Criminal,,8,0,,8
8024,,,9,2,Online Gaming,9
8025,,,45,4,,45
8026,Mental health,Sports,2,8,Smoker,2
8027,,Financial issues,4,9,,4
8028,,,3,45,Outdoor Activities,3
8029,,Criminal,78,2,,78
8030,Health Issue,,1,4,,1
8031,,,1,3,,1
8032,,Mental health,8,78,Alchohol Abuse,8
8033,,,0,1,,0
8034,,,5,1,Travelling,5
8035,Terriost activity,,7,8,Sports,7
8036,,Health Issue,23,0,,23
8037,,,0,5,,0
8038,,,5,7,Gambling,5
8039,,,1,23,,1
8040,,,4,0,,4
8041,Financial issues,Terriost activity,8,5,Books,8
8042,,,23,1,Travelling,23
8043,Criminal,,24,4,shopoholic,24
8044,,spritual,16,8,,16
8045,,,85,23,,85
8046,Mental health,,0,24,Travelling,0
8047,,,0,16,,0
8048,,,0,85,,0
8049,,Sports,2,0,Charity,2
8050,Health Issue,Financial issues,4,0,,4
8051,,,8,0,,8
8052,,Criminal,9,2,Online Gaming,9
8053,,,45,4,,45
8054,,,2,8,,2
8055,Terriost activity,Mental health,4,9,,4
8056,,,3,45,Smoker,3
8057,,,78,2,,78
8058,,,1,4,Outdoor Activities,1
8059,,Health Issue,1,3,,1
8060,,,8,78,,8
8061,Financial issues,,0,1,,0
8062,,,5,1,Alchohol Abuse,5
8063,Criminal,,7,8,,7
8064,,Terriost activity,23,0,Travelling,23
8065,,,,5,Sports,
8066,Mental health,,,7,,
8067,,spritual,0,23,,0
8068,,,5,,Gambling,5
8069,,,1,,,1
8070,Health Issue,,4,0,,4
8071,,,8,5,Books,8
8072,,Sports,23,1,Travelling,23
8073,,Financial issues,24,4,shopoholic,24
8074,,,16,8,,16
8075,Terriost activity,Criminal,85,23,,85
8076,,,0,24,Travelling,0
8077,,Sports,0,16,,0
8078,,Financial issues,0,85,,0
8079,,,2,0,Charity,2
8080,,Criminal,4,0,,4
8081,Financial issues,,8,0,,8
8082,,,9,2,Online Gaming,9
8083,Criminal,Mental health,45,4,,45
8084,,,2,8,,2
8085,,,4,9,Smoker,4
8086,Mental health,,3,45,,3
8087,,Health Issue,78,2,Outdoor Activities,78
8088,,,1,4,,1
8089,,,1,3,,1
8090,Health Issue,,8,78,,8
8091,,,0,1,Alchohol Abuse,0
8092,,Terriost activity,5,1,,5
8093,,,7,8,Travelling,7
8094,,,23,0,Sports,23
8095,Terriost activity,spritual,,5,,
8096,,,0,7,,0
8097,,,5,23,Gambling,5
8098,,,1,,,1
8099,,,4,0,,4
8100,,Sports,8,5,Books,8
8101,Financial issues,Financial issues,23,1,Travelling,23
8102,,,24,4,shopoholic,24
8103,Criminal,Criminal,16,8,,16
8104,,,85,23,,85
8105,,,0,24,Travelling,0
8106,Mental health,Mental health,0,16,,0
8107,,,0,85,,0
8108,,,2,0,Charity,2
8109,,,4,0,,4
8110,Health Issue,Health Issue,8,0,,8
8111,,,9,2,Online Gaming,9
8112,,,45,4,,45
8113,,,2,8,Smoker,2
8114,,,4,9,,4
8115,Terriost activity,Terriost activity,3,45,Outdoor Activities,3
8116,,,78,2,,78
8117,,,1,4,,1
8118,,spritual,1,3,,1
8119,,,8,78,Alchohol Abuse,8
8120,,,0,1,,0
8121,Financial issues,,5,1,Travelling,5
8122,,,7,8,Sports,7
8123,Criminal,Sports,23,0,,23
8124,,Financial issues,0,5,,0
8125,,,5,7,Gambling,5
8126,Mental health,Criminal,1,23,,1
8127,,,4,0,,4
8128,,Sports,8,5,Books,8
8129,,Financial issues,23,1,Travelling,23
8130,Health Issue,,24,4,shopoholic,24
8131,,Criminal,16,8,,16
8132,,,85,23,,85
8133,,,0,24,Travelling,0
8134,,Mental health,0,16,,0
8135,Terriost activity,,0,85,,0
8136,,,2,0,Charity,2
8137,,,4,0,,4
8138,,Health Issue,8,0,,8
8139,,,9,2,Online Gaming,9
8140,,,45,4,,45
8141,Financial issues,,2,8,Smoker,2
8142,,,4,9,,4
8143,Criminal,,3,45,Outdoor Activities,3
8144,,Sports,78,2,,78
8145,,Financial issues,1,4,,1
8146,Mental health,,1,3,,1
8147,,Criminal,8,78,Alchohol Abuse,8
8148,,,0,1,,0
8149,,,5,1,Travelling,5
8150,Health Issue,Mental health,7,8,Sports,7
8151,,,23,0,,23
8152,,,0,5,,0
8153,,,5,7,Gambling,5
8154,,Health Issue,1,23,,1
8155,Terriost activity,,4,0,,4
8156,,,8,5,Books,8
8157,,,23,1,Travelling,23
8158,,,24,4,shopoholic,24
8159,,Terriost activity,16,8,,16
8160,,,85,23,,85
8161,Financial issues,,0,24,Travelling,0
8162,,spritual,0,16,,0
8163,Criminal,,0,85,,0
8164,,,2,0,Charity,2
8165,,,4,0,,4
8166,Mental health,,8,0,,8
8167,,Sports,9,2,Online Gaming,9
8168,,Financial issues,45,4,,45
8169,,,2,8,Smoker,2
8170,Health Issue,Criminal,4,9,,4
8171,,,3,45,Outdoor Activities,3
8172,,,78,2,,78
8173,,Mental health,1,4,,1
8174,,,1,3,,1
8175,Terriost activity,,8,78,Alchohol Abuse,8
8176,,,0,1,,0
8177,,Health Issue,5,1,Travelling,5
8178,,,7,8,Sports,7
8179,,,23,0,,23
8180,,,0,5,,0
8181,Financial issues,,5,7,Gambling,5
8182,,Terriost activity,1,23,,1
8183,Criminal,,4,0,,4
8184,,,8,5,Books,8
8185,,spritual,23,1,Travelling,23
8186,Mental health,,24,4,shopoholic,24
8187,,,16,8,,16
8188,,,85,23,,85
8189,,,0,24,Travelling,0
8190,Health Issue,Sports,0,16,,0
8191,,Financial issues,0,85,,0
8192,,,2,0,Charity,2
8193,,Criminal,4,0,,4
8194,,,8,0,,8
8195,Terriost activity,Sports,9,2,Online Gaming,9
8196,,Financial issues,45,4,,45
8197,,,2,8,Smoker,2
8198,,Criminal,4,9,,4
8199,,,3,45,Outdoor Activities,3
8200,,,78,2,,78
8201,Financial issues,Mental health,1,4,,1
8202,,,1,3,,1
8203,Criminal,,8,78,Alchohol Abuse,8
8204,,,0,1,,0
8205,,Health Issue,5,1,Travelling,5
8206,Mental health,,7,8,Sports,7
8207,,,23,0,,23
8208,,,,5,,
8209,,,0,7,Gambling,0
8210,Health Issue,Terriost activity,5,23,,5
8211,,,1,,,1
8212,,,4,0,Books,4
8213,,spritual,8,5,Travelling,8
8214,,,23,1,shopoholic,23
8215,Terriost activity,,24,4,,24
8216,,,16,8,,16
8217,,,85,23,Travelling,85
8218,,Sports,0,24,,0
8219,,Financial issues,0,16,,0
8220,,,0,85,Charity,0
8221,Financial issues,Criminal,2,0,,2
8222,,,4,0,,4
8223,Criminal,,8,0,Online Gaming,8
8224,,Mental health,9,2,,9
8225,,,45,4,,45
8226,Mental health,,2,8,,2
8227,,,4,9,Smoker,4
8228,,Health Issue,3,45,,3
8229,,,78,2,Outdoor Activities,78
8230,Health Issue,,1,4,,1
8231,,,1,3,,1
8232,,,8,78,,8
8233,,Terriost activity,0,1,Alchohol Abuse,0
8234,,,5,1,,5
8235,Terriost activity,,7,8,Travelling,7
8236,,spritual,23,0,Sports,23
8237,,,,5,,
8238,,,0,7,,0
8239,,,5,23,Gambling,5
8240,,,1,,,1
8241,Financial issues,Sports,4,0,,4
8242,,Financial issues,8,5,Books,8
8243,Criminal,,23,1,Travelling,23
8244,,Criminal,24,4,shopoholic,24
8245,,,16,8,,16
8246,Mental health,Sports,85,23,,85
8247,,Financial issues,0,24,Travelling,0
8248,,,0,16,,0
8249,,Criminal,0,85,,0
8250,Health Issue,,2,0,Charity,2
8251,,,4,0,,4
8252,,Mental health,8,0,,8
8253,,,9,2,Online Gaming,9
8254,,,45,4,,45
8255,Terriost activity,,2,8,,2
8256,,Health Issue,4,9,,4
8257,,,3,45,Smoker,3
8258,,,78,2,,78
8259,,,1,4,Outdoor Activities,1
8260,,,1,3,,1
8261,Financial issues,,8,78,,8
8262,,Sports,0,1,,0
8263,Criminal,Financial issues,5,1,Alchohol Abuse,5
8264,,,7,8,,7
8265,,Criminal,23,0,Travelling,23
8266,Mental health,,,5,Sports,
8267,,,0,7,,0
8268,,Mental health,5,23,,5
8269,,,1,,Gambling,1
8270,Health Issue,,4,0,,4
8271,,,8,5,,8
8272,,Health Issue,23,1,Books,23
8273,,,24,4,Travelling,24
8274,,,16,8,shopoholic,16
8275,Terriost activity,,85,23,,85
8276,,,0,24,,0
8277,,Terriost activity,0,16,Travelling,0
8278,,,0,85,,0
8279,,,2,0,,2
8280,,spritual,4,0,Charity,4
8281,Financial issues,,8,0,,8
8282,,,9,2,,9
8283,Criminal,,45,4,Online Gaming,45
8284,,,2,8,,2
8285,,Sports,4,9,,4
8286,Mental health,Financial issues,3,45,Smoker,3
8287,,,78,2,,78
8288,,Criminal,1,4,Outdoor Activities,1
8289,,,1,3,,1
8290,Health Issue,,8,78,,8
8291,,Mental health,0,1,,0
8292,,,5,1,Alchohol Abuse,5
8293,,,7,8,,7
8294,,,23,0,Travelling,23
8295,Terriost activity,Health Issue,,5,Sports,
8296,,,0,7,,0
8297,,,5,23,,5
8298,,,1,,Gambling,1
8299,,,4,0,,4
8300,,Terriost activity,8,5,,8
8301,Financial issues,,23,1,Books,23
8302,,,24,4,Travelling,24
8303,Criminal,spritual,16,8,shopoholic,16
8304,,,85,23,,85
8305,,,0,24,,0
8306,Mental health,,0,16,Travelling,0
8307,,,0,85,,0
8308,,Sports,2,0,,2
8309,,Financial issues,4,0,Charity,4
8310,Health Issue,,8,0,,8
8311,,Criminal,9,2,,9
8312,,,45,4,Online Gaming,45
8313,,Sports,2,8,,2
8314,,Financial issues,4,9,Smoker,4
8315,Terriost activity,,3,45,,3
8316,,Criminal,78,2,Outdoor Activities,78
8317,,,1,4,,1
8318,,,1,3,,1
8319,,Mental health,8,78,,8
8320,,,0,1,Alchohol Abuse,0
8321,Financial issues,,5,1,,5
8322,,,7,8,Travelling,7
8323,Criminal,Health Issue,23,0,Sports,23
8324,,,0,5,,0
8325,,,5,7,,5
8326,Mental health,,1,23,Gambling,1
8327,,,4,0,,4
8328,,Terriost activity,8,5,,8
8329,,,23,1,Books,23
8330,Health Issue,,24,4,Travelling,24
8331,,spritual,16,8,shopoholic,16
8332,,,85,23,,85
8333,,,0,24,,0
8334,,,0,16,Travelling,0
8335,Terriost activity,,0,85,,0
8336,,Sports,2,0,,2
8337,,Financial issues,4,0,Charity,4
8338,,,8,0,,8
8339,,Criminal,9,2,,9
8340,,,45,4,Online Gaming,45
8341,Financial issues,,2,8,,2
8342,,Mental health,4,9,Smoker,4
8343,Criminal,,3,45,,3
8344,,,78,2,Outdoor Activities,78
8345,,,1,4,,1
8346,Mental health,Health Issue,1,3,,1
8347,,,8,78,,8
8348,,,0,1,Alchohol Abuse,0
8349,,,5,1,,5
8350,Health Issue,,7,8,Travelling,7
8351,,Terriost activity,23,0,Sports,23
8352,,,,5,,
8353,,,,7,,
8354,,spritual,0,23,Gambling,0
8355,Terriost activity,,5,,,5
8356,,,1,,,1
8357,,,4,0,Books,4
8358,,,8,5,Travelling,8
8359,,Sports,23,1,shopoholic,23
8360,,Financial issues,24,4,,24
8361,Financial issues,,16,8,,16
8362,,Criminal,85,23,Travelling,85
8363,Criminal,,0,24,,0
8364,,Sports,0,16,,0
8365,,Financial issues,0,85,Charity,0
8366,Mental health,,2,0,,2
8367,,Criminal,4,0,,4
8368,,,8,0,Online Gaming,8
8369,,,9,2,,9
8370,Health Issue,Mental health,45,4,Smoker,45
8371,,,2,8,,2
8372,,,4,9,Outdoor Activities,4
8373,,,3,45,,3
8374,,Health Issue,78,2,,78
8375,Terriost activity,,1,4,,1
8376,,,1,3,Alchohol Abuse,1
8377,,,8,78,,8
8378,,,0,1,Travelling,0
8379,,,5,1,Sports,5
8380,,Sports,7,8,,7
8381,Financial issues,Financial issues,23,0,,23
8382,,,,5,Gambling,
8383,Criminal,Criminal,0,7,,0
8384,,,5,23,,5
8385,,,1,,Books,1
8386,Mental health,Mental health,4,0,Travelling,4
8387,,,8,5,shopoholic,8
8388,,,23,1,,23
8389,,,24,4,,24
8390,Health Issue,Health Issue,16,8,Travelling,16
8391,,,85,23,,85
8392,,,0,24,,0
8393,,,0,16,Charity,0
8394,,,0,85,,0
8395,Terriost activity,Terriost activity,2,0,,2
8396,,,4,0,Online Gaming,4
8397,,,8,0,,8
8398,,spritual,9,2,Smoker,9
8399,,,45,4,,45
8400,,,2,8,Outdoor Activities,2
8401,Financial issues,,4,9,,4
8402,,,3,45,,3
8403,Criminal,Sports,78,2,,78
8404,,Financial issues,1,4,Alchohol Abuse,1
8405,,,1,3,,1
8406,Mental health,Criminal,8,78,Travelling,8
8407,,,0,1,Sports,0
8408,,,5,1,,5
8409,,Mental health,7,8,,7
8410,Health Issue,,23,0,Gambling,23
8411,,,0,5,,0
8412,,,5,7,,5
8413,,Health Issue,1,23,Books,1
8414,,,4,0,Travelling,4
8415,Terriost activity,,8,5,shopoholic,8
8416,,,23,1,,23
8417,,,24,4,,24
8418,,Terriost activity,16,8,Travelling,16
8419,,,85,23,,85
8420,,,0,24,,0
8421,Financial issues,spritual,0,16,Charity,0
8422,,,0,85,,0
8423,Criminal,,2,0,,2
8424,,,4,0,Online Gaming,4
8425,,,8,0,,8
8426,Mental health,Sports,9,2,Smoker,9
8427,,Financial issues,45,4,,45
8428,,,2,8,Outdoor Activities,2
8429,,Criminal,4,9,,4
8430,Health Issue,,3,45,,3
8431,,Sports,78,2,,78
8432,,Financial issues,1,4,Alchohol Abuse,1
8433,,,1,3,,1
8434,,Criminal,8,78,Travelling,8
8435,Terriost activity,,0,1,Sports,0
8436,,,5,1,,5
8437,,Mental health,7,8,,7
8438,,,23,0,Gambling,23
8439,,,0,5,,0
8440,,,5,7,,5
8441,Financial issues,Health Issue,1,23,Books,1
8442,,,4,0,Travelling,4
8443,Criminal,,8,5,shopoholic,8
8444,,,23,1,,23
8445,,,24,4,,24
8446,Mental health,Terriost activity,16,8,Travelling,16
8447,,,85,23,,85
8448,,,0,24,,0
8449,,spritual,0,16,Charity,0
8450,Health Issue,,0,85,,0
8451,,,2,0,,2
8452,,,4,0,Online Gaming,4
8453,,,8,0,,8
8454,,Sports,9,2,,9
8455,Terriost activity,Financial issues,45,4,,45
8456,,,2,8,Smoker,2
8457,,Criminal,4,9,,4
8458,,,3,45,Outdoor Activities,3
8459,,,78,2,,78
8460,,Mental health,1,4,,1
8461,Financial issues,,1,3,,1
8462,,,8,78,Alchohol Abuse,8
8463,Criminal,,0,1,,0
8464,,Health Issue,5,1,Travelling,5
8465,,,7,8,Sports,7
8466,Mental health,,23,0,,23
8467,,,0,5,,0
8468,,,5,7,Gambling,5
8469,,Terriost activity,1,23,,1
8470,Health Issue,,4,0,,4
8471,,,8,5,Books,8
8472,,spritual,23,1,Travelling,23
8473,,,24,4,shopoholic,24
8474,,,16,8,,16
8475,Terriost activity,,85,23,,85
8476,,,0,24,Travelling,0
8477,,Sports,0,16,,0
8478,,Financial issues,0,85,,0
8479,,,2,0,Charity,2
8480,,Criminal,4,0,,4
8481,Financial issues,,8,0,,8
8482,,Sports,9,2,Online Gaming,9
8483,Criminal,Financial issues,45,4,,45
8484,,,2,8,,2
8485,,Criminal,4,9,Smoker,4
8486,Mental health,,3,45,,3
8487,,,78,2,Outdoor Activities,78
8488,,Mental health,1,4,,1
8489,,,1,3,,1
8490,Health Issue,,8,78,,8
8491,,,0,1,Alchohol Abuse,0
8492,,Health Issue,5,1,,5
8493,,,7,8,Travelling,7
8494,,,23,0,Sports,23
8495,Terriost activity,,,5,,
8496,,,0,7,,0
8497,,,5,23,Gambling,5
8498,,Sports,1,,,1
8499,,Financial issues,4,0,,4
8500,,,8,5,Books,8
8501,Financial issues,Criminal,23,1,Travelling,23
8502,,,24,4,shopoholic,24
8503,Criminal,,16,8,,16
8504,,Mental health,85,23,,85
8505,,,0,24,Travelling,0
8506,Mental health,,0,16,,0
8507,,,0,85,,0
8508,,Health Issue,2,0,Charity,2
8509,,,4,0,,4
8510,Health Issue,,8,0,,8
8511,,,9,2,Online Gaming,9
8512,,,45,4,,45
8513,,Terriost activity,2,8,Smoker,2
8514,,,4,9,,4
8515,Terriost activity,,3,45,Outdoor Activities,3
8516,,spritual,78,2,,78
8517,,,1,4,,1
8518,,,1,3,,1
8519,,,8,78,Alchohol Abuse,8
8520,,,0,1,,0
8521,Financial issues,Sports,5,1,Travelling,5
8522,,Financial issues,7,8,Sports,7
8523,Criminal,,23,0,,23
8524,,Criminal,,5,,
8525,,,0,7,Gambling,0
8526,Mental health,,5,23,,5
8527,,Mental health,1,,,1
8528,,,4,0,Books,4
8529,,,8,5,Travelling,8
8530,Health Issue,,23,1,shopoholic,23
8531,,Health Issue,24,4,,24
8532,,,16,8,,16
8533,,,85,23,Travelling,85
8534,,,0,24,,0
8535,Terriost activity,,0,16,,0
8536,,Terriost activity,0,85,Charity,0
8537,,,2,0,,2
8538,,,4,0,,4
8539,,spritual,8,0,Online Gaming,8
8540,,,9,2,,9
8541,Financial issues,,45,4,Smoker,45
8542,,,2,8,,2
8543,Criminal,,4,9,Outdoor Activities,4
8544,,Sports,3,45,,3
8545,,Financial issues,78,2,,78
8546,Mental health,,1,4,,1
8547,,Criminal,1,3,Alchohol Abuse,1
8548,,,8,78,,8
8549,,Sports,0,1,Travelling,0
8550,Health Issue,Financial issues,5,1,Sports,5
8551,,,7,8,,7
8552,,Criminal,23,0,,23
8553,,,,5,Gambling,
8554,,,0,7,,0
8555,Terriost activity,Mental health,5,23,,5
8556,,,1,,Books,1
8557,,,4,0,Travelling,4
8558,,,8,5,shopoholic,8
8559,,Health Issue,23,1,,23
8560,,,24,4,,24
8561,Financial issues,,16,8,Travelling,16
8562,,,85,23,,85
8563,Criminal,,0,24,,0
8564,,Terriost activity,0,16,Charity,0
8565,,,0,85,,0
8566,Mental health,,2,0,,2
8567,,spritual,4,0,Online Gaming,4
8568,,,8,0,,8
8569,,,9,2,Smoker,9
8570,Health Issue,,45,4,,45
8571,,,2,8,Outdoor Activities,2
8572,,Sports,4,9,,4
8573,,Financial issues,3,45,,3
8574,,,78,2,,78
