customer_id,Education,EducationField,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,Achievement,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus,DailySteps(*1000),SleepHours,DailyShouting,TimeForPassion,PlacesVisited,SocialNetwork,Smoking,Alcohol
8607,Doctor,Marketing,Healthcare Representative,3,3229,3,7,34,1,14,Divorced,5,8,4,6,2,3,current smoker,never
8608,Doctor,Medical,Research Scientist,1,18073,4,0,40,23,0,Divorced,2,5,10,4,6,4,never smoked,never
8609,Below College,Marketing,Manager,2,1112,1,5,33,17,16,Married,5,8,2,1,6,6,never smoked,drink a lot
8610,Bachelor,Medical,Human Resources,1,4291,4,7,36,6,2,Married,10,10,7,8,0,2,current smoker,drink a lot
8611,Bachelor,Medical,Healthcare Representative,1,3762,2,3,37,29,6,Divorced,6,2,7,7,9,2,never smoked,never
8612,Doctor,Marketing,Research Scientist,4,4225,2,1,7,3,12,Divorced,7,2,7,7,4,10,never smoked,never
8613,Doctor,Marketing,Research Director,2,5051,1,4,27,22,7,Married,7,4,2,1,4,3,current smoker,drink a lot
8614,Master,Other,Laboratory Technician,1,6535,3,10,40,32,15,Single,9,9,7,5,7,6,former smoker,never
8615,Master,Marketing,Laboratory Technician,1,7991,4,9,40,6,18,Single,5,7,6,1,1,4,former smoker,social drinker
8616,College,Life Sciences,Healthcare Representative,2,7913,4,3,19,6,11,Divorced,1,10,8,8,5,3,never smoked,drink a lot
8617,Doctor,Life Sciences,Laboratory Technician,1,6449,1,4,17,6,17,Married,1,5,1,6,10,1,current smoker,social drinker
8618,College,Human Resources,Laboratory Technician,4,18477,1,7,5,17,11,Divorced,8,7,2,7,9,7,never smoked,drink a lot
8619,Master,Marketing,Sales Representative,2,7714,2,6,31,40,5,Married,5,2,10,7,8,3,current smoker,drink a lot
8620,Doctor,Human Resources,Manufacturing Director,4,3849,1,9,28,25,5,Single,9,3,9,3,8,0,former smoker,social drinker
8621,Below College,Life Sciences,Manufacturing Director,1,3073,2,1,40,32,7,Divorced,4,7,9,9,9,3,current smoker,social drinker
8622,Bachelor,Human Resources,Manufacturing Director,1,13815,1,7,39,16,17,Divorced,4,9,6,3,2,0,tried smoking,never
8623,Master,Human Resources,Healthcare Representative,3,2259,2,9,18,0,3,Married,10,10,7,5,9,3,never smoked,drink a lot
8624,Master,Medical,Research Scientist,3,3783,1,8,5,31,7,Married,6,8,0,8,6,10,never smoked,never
8625,Master,Marketing,Laboratory Technician,1,4824,1,9,22,18,16,Divorced,10,9,8,4,9,10,never smoked,never
8626,Below College,Human Resources,Research Director,4,3242,4,3,25,19,14,Divorced,10,5,8,6,8,1,tried smoking,social drinker
8627,Master,Marketing,Research Director,2,2581,3,2,20,25,18,Single,8,6,8,6,10,3,current smoker,social drinker
8628,College,Human Resources,Manager,3,2519,3,10,6,29,17,Divorced,2,4,6,7,1,0,tried smoking,social drinker
8629,Bachelor,Medical,Sales Representative,4,2902,2,10,11,4,14,Married,9,10,7,6,4,0,never smoked,social drinker
8630,Bachelor,Human Resources,Research Scientist,4,5099,1,1,34,13,0,Single,1,2,4,7,10,0,tried smoking,social drinker
8631,Master,Life Sciences,Human Resources,4,19795,3,10,8,31,14,Divorced,9,3,6,10,0,3,tried smoking,never
8632,Doctor,Other,Healthcare Representative,1,4757,1,5,29,20,17,Married,2,8,5,0,8,6,never smoked,never
8633,Below College,Marketing,Manufacturing Director,3,4939,3,7,22,25,15,Married,2,7,5,9,1,10,former smoker,drink a lot
8634,Master,Other,Human Resources,3,16932,4,0,11,24,8,Divorced,4,5,1,7,9,5,never smoked,never
8635,Below College,Marketing,Manager,3,2192,1,5,34,13,5,Married,2,4,0,0,1,6,tried smoking,never
8636,Master,Human Resources,Laboratory Technician,2,19281,1,9,12,17,14,Single,2,2,8,2,9,2,current smoker,drink a lot
8637,Bachelor,Other,Healthcare Representative,3,2975,3,7,22,33,7,Single,7,5,0,9,1,5,never smoked,never
8638,College,Other,Laboratory Technician,2,3091,4,4,14,29,13,Divorced,3,9,3,3,7,4,never smoked,never
8639,Bachelor,Other,Research Director,4,16577,2,7,39,22,11,Married,3,5,3,7,1,9,tried smoking,social drinker
8640,Bachelor,Life Sciences,Sales Executive,4,2501,2,6,21,38,15,Single,1,4,5,0,4,7,tried smoking,drink a lot
8641,Doctor,Medical,Healthcare Representative,3,2331,2,8,17,21,5,Married,4,8,3,8,0,9,former smoker,drink a lot
8642,Master,Human Resources,Research Scientist,4,2027,4,1,25,12,3,Married,3,8,2,10,4,7,tried smoking,social drinker
8643,Below College,Marketing,Human Resources,3,6469,4,4,19,27,3,Divorced,2,9,3,0,5,5,current smoker,drink a lot
8644,Doctor,Human Resources,Manufacturing Director,3,2726,4,9,39,14,4,Single,8,3,2,5,0,6,never smoked,never
8645,Master,Human Resources,Sales Executive,4,5845,2,5,18,6,1,Single,10,8,5,9,2,1,never smoked,never
8646,Master,Marketing,Sales Executive,4,3872,2,2,27,33,11,Single,2,8,7,4,0,4,former smoker,never
8647,College,Life Sciences,Research Scientist,2,1276,1,9,39,18,6,Single,4,2,7,9,5,1,current smoker,drink a lot
8648,Below College,Medical,Research Scientist,1,7131,2,5,20,38,6,Divorced,1,4,6,0,8,2,current smoker,never
8649,Bachelor,Marketing,Manufacturing Director,4,9225,2,9,8,20,4,Married,10,7,3,1,3,0,current smoker,social drinker
8650,College,Marketing,Human Resources,1,2271,2,5,20,33,5,Married,8,6,6,7,6,1,former smoker,never
8651,Doctor,Other,Sales Representative,1,6336,4,5,3,11,16,Divorced,4,4,5,3,6,2,current smoker,social drinker
8652,Below College,Other,Sales Executive,1,14092,3,5,29,1,15,Divorced,9,6,3,5,1,4,never smoked,never
8653,College,Life Sciences,Manufacturing Director,1,2156,1,7,0,15,17,Divorced,6,3,1,1,7,2,never smoked,social drinker
8654,Below College,Life Sciences,Manufacturing Director,4,6923,2,2,7,34,3,Divorced,9,6,5,9,10,0,tried smoking,never
8655,Bachelor,Medical,Manufacturing Director,1,19833,2,1,11,35,3,Divorced,4,3,3,0,8,7,tried smoking,drink a lot
8656,College,Life Sciences,Manager,3,3811,2,4,15,22,17,Single,8,5,8,5,8,9,never smoked,never
8657,Bachelor,Human Resources,Manufacturing Director,4,5837,3,10,14,20,8,Married,8,9,4,10,9,9,current smoker,never
8658,Doctor,Other,Laboratory Technician,1,2576,4,1,9,17,14,Divorced,2,5,1,9,4,10,former smoker,social drinker
8659,Doctor,Medical,Manufacturing Director,2,2795,1,8,10,10,15,Single,2,3,8,3,0,3,former smoker,drink a lot
8660,Below College,Marketing,Sales Executive,1,5448,2,10,26,23,13,Married,6,7,10,0,2,5,current smoker,drink a lot
8661,Doctor,Human Resources,Research Director,3,2156,4,6,2,27,2,Single,6,7,9,0,9,7,current smoker,social drinker
8662,Below College,Medical,Sales Representative,2,3648,3,4,29,38,15,Single,1,10,2,3,10,2,never smoked,never
8663,Bachelor,Other,Human Resources,3,3875,4,8,6,14,17,Single,9,9,10,9,2,6,never smoked,never
8664,Bachelor,Medical,Human Resources,1,2223,3,6,4,24,15,Single,4,4,8,7,1,0,never smoked,drink a lot
8665,College,Life Sciences,Healthcare Representative,2,19650,3,5,10,10,0,Divorced,10,7,10,3,0,9,current smoker,drink a lot
8666,Below College,Human Resources,Human Resources,2,15130,4,1,37,38,0,Single,7,5,10,7,2,6,current smoker,social drinker
8667,Bachelor,Human Resources,Human Resources,4,4402,1,7,7,1,2,Married,1,9,8,0,5,4,tried smoking,drink a lot
8668,Doctor,Medical,Research Scientist,2,4852,2,5,38,18,0,Divorced,1,4,5,7,10,4,never smoked,social drinker
8669,College,Marketing,Manufacturing Director,1,2692,1,0,0,26,12,Single,1,3,9,10,2,2,tried smoking,drink a lot
8670,Master,Marketing,Manager,1,3794,3,4,8,16,11,Divorced,9,3,5,3,8,5,never smoked,never
8671,College,Medical,Healthcare Representative,4,1730,4,1,8,4,6,Divorced,1,3,8,8,8,7,never smoked,drink a lot
8672,Bachelor,Marketing,Healthcare Representative,1,16323,4,10,14,0,7,Single,9,2,0,6,3,8,former smoker,never
8673,Doctor,Human Resources,Research Scientist,2,19057,2,9,16,35,10,Divorced,6,5,9,8,6,4,former smoker,never
8674,Below College,Marketing,Healthcare Representative,3,2156,4,0,12,29,17,Divorced,7,2,0,9,9,9,former smoker,social drinker
8675,Bachelor,Marketing,Sales Representative,4,9040,2,6,35,25,14,Divorced,8,4,8,7,8,7,former smoker,social drinker
8676,Below College,Marketing,Sales Representative,4,5296,1,9,27,16,1,Married,8,10,0,9,3,6,never smoked,social drinker
8677,Master,Life Sciences,Sales Executive,3,18359,3,8,17,30,10,Divorced,10,10,8,9,6,6,tried smoking,social drinker
8678,Bachelor,Medical,Research Scientist,2,6280,2,1,12,37,7,Divorced,8,7,10,4,5,4,tried smoking,social drinker
8679,Master,Other,Sales Representative,4,7561,2,4,6,26,0,Single,1,6,7,9,10,7,tried smoking,social drinker
8680,Doctor,Marketing,Laboratory Technician,1,4874,2,10,17,8,15,Married,10,4,0,1,3,7,never smoked,never
8681,Master,Other,Laboratory Technician,4,8842,3,5,13,10,7,Single,8,6,6,2,5,1,tried smoking,social drinker
8682,Below College,Medical,Research Director,4,4598,4,1,13,40,3,Single,3,6,2,6,4,1,current smoker,never
8683,Master,Life Sciences,Laboratory Technician,4,18899,3,3,37,13,18,Divorced,6,2,9,2,10,7,current smoker,drink a lot
8684,Below College,Human Resources,Healthcare Representative,2,1873,1,6,27,13,3,Single,10,10,8,6,2,0,never smoked,social drinker
8685,Bachelor,Medical,Laboratory Technician,1,8130,4,2,0,8,2,Married,3,6,4,3,7,6,never smoked,never
8686,Master,Medical,Research Scientist,3,2521,1,7,4,8,13,Married,5,6,6,0,0,1,current smoker,drink a lot
8687,College,Medical,Healthcare Representative,3,4726,4,1,4,9,0,Married,3,4,0,1,8,9,tried smoking,never
8688,Below College,Marketing,Manager,2,7776,2,2,2,26,9,Married,7,3,1,10,1,3,never smoked,never
8689,Doctor,Other,Human Resources,4,19931,2,10,40,13,11,Single,2,9,5,4,4,10,never smoked,social drinker
8690,College,Marketing,Research Director,2,13348,4,7,4,40,17,Single,7,6,10,1,5,3,current smoker,social drinker
8691,College,Marketing,Laboratory Technician,3,9404,2,8,34,33,18,Divorced,9,9,6,0,10,10,tried smoking,drink a lot
8692,Below College,Life Sciences,Healthcare Representative,4,5791,2,8,2,26,2,Married,2,3,9,0,6,2,current smoker,never
8693,College,Life Sciences,Laboratory Technician,4,4727,2,0,30,40,6,Single,7,3,9,0,4,5,former smoker,never
8694,College,Marketing,Sales Representative,1,9413,1,8,19,6,4,Married,6,6,4,4,1,8,former smoker,drink a lot
8695,College,Medical,Manufacturing Director,4,3493,3,10,8,16,13,Divorced,10,9,4,1,5,1,tried smoking,drink a lot
8696,Doctor,Other,Healthcare Representative,1,1136,1,3,9,7,0,Divorced,1,7,10,1,10,5,former smoker,drink a lot
8697,Bachelor,Marketing,Manufacturing Director,1,2411,1,8,39,14,5,Divorced,6,9,1,1,1,7,never smoked,never
8698,Bachelor,Marketing,Manufacturing Director,1,7918,4,6,30,28,6,Married,7,7,7,9,1,8,former smoker,drink a lot
8699,College,Human Resources,Healthcare Representative,1,11826,1,5,3,28,6,Single,2,5,2,6,7,10,former smoker,drink a lot
8700,College,Other,Sales Representative,3,3952,3,2,40,3,7,Married,5,4,5,0,6,8,former smoker,social drinker
8701,Bachelor,Other,Manager,3,7288,1,7,12,20,11,Married,7,6,9,5,6,1,current smoker,social drinker
8702,Master,Medical,Research Director,4,9159,2,5,8,23,14,Married,5,10,0,9,8,1,tried smoking,drink a lot
8703,Master,Marketing,Healthcare Representative,2,1078,2,4,38,27,18,Married,7,3,7,0,10,5,former smoker,never
8704,Master,Other,Laboratory Technician,3,9063,1,5,15,28,4,Married,6,7,2,1,7,0,tried smoking,drink a lot
8705,Bachelor,Other,Human Resources,1,4716,2,9,32,11,7,Divorced,3,7,3,0,1,2,never smoked,never
8706,Master,Human Resources,Sales Representative,2,4150,4,5,16,36,4,Married,2,3,3,4,1,5,never smoked,social drinker
8707,Below College,Life Sciences,Manager,2,12336,3,8,29,11,8,Divorced,4,8,2,9,2,4,tried smoking,drink a lot
8708,Doctor,Life Sciences,Sales Executive,1,9810,1,5,39,26,2,Divorced,7,10,6,1,3,3,never smoked,drink a lot
8709,Bachelor,Marketing,Laboratory Technician,2,8595,3,10,25,36,9,Divorced,8,3,0,6,0,4,tried smoking,social drinker
8710,College,Other,Human Resources,3,1719,3,9,23,10,15,Single,9,3,6,1,9,3,tried smoking,social drinker
8711,College,Other,Research Director,4,5023,4,9,34,5,14,Married,10,6,9,9,3,2,current smoker,drink a lot
8712,Below College,Other,Human Resources,3,2173,2,0,25,6,7,Divorced,1,6,4,2,10,8,never smoked,never
8713,Below College,Medical,Laboratory Technician,4,2370,1,10,19,17,10,Single,1,10,6,8,8,8,former smoker,never
8714,College,Life Sciences,Sales Representative,2,1378,3,5,24,11,8,Single,6,3,9,6,7,2,current smoker,never
8715,Below College,Medical,Sales Representative,4,4557,3,5,22,8,12,Divorced,9,9,7,5,6,1,never smoked,social drinker
8716,Doctor,Marketing,Sales Executive,3,10806,3,5,31,22,7,Divorced,4,9,6,9,9,0,former smoker,never
8717,Bachelor,Marketing,Research Scientist,1,2610,3,4,34,34,0,Married,4,10,6,3,6,6,former smoker,never
8718,College,Marketing,Sales Executive,1,14896,4,7,31,36,2,Divorced,3,2,3,1,9,0,former smoker,drink a lot
8719,Master,Medical,Manufacturing Director,3,3571,4,6,24,40,14,Divorced,4,3,4,6,7,6,tried smoking,social drinker
8720,Doctor,Medical,Manager,3,9825,4,1,16,6,8,Married,7,8,10,0,10,10,current smoker,never
8721,Below College,Life Sciences,Laboratory Technician,4,14641,3,4,11,38,2,Divorced,2,8,2,2,10,10,never smoked,social drinker
8722,Bachelor,Medical,Sales Representative,1,13923,2,1,13,25,10,Married,6,9,9,4,2,5,former smoker,never
8723,Bachelor,Marketing,Research Scientist,4,4670,4,4,0,36,6,Single,5,9,2,9,1,1,tried smoking,drink a lot
8724,Bachelor,Life Sciences,Healthcare Representative,3,3875,1,10,36,6,16,Divorced,4,3,0,4,0,4,tried smoking,never
8725,Master,Medical,Healthcare Representative,2,7035,1,10,22,27,7,Married,1,9,5,10,9,7,former smoker,drink a lot
8726,College,Life Sciences,Research Director,3,6230,4,6,33,7,15,Single,9,3,0,6,4,10,former smoker,drink a lot
8727,Doctor,Medical,Sales Representative,1,4559,1,8,22,36,11,Divorced,10,10,0,2,5,8,never smoked,never
8728,Bachelor,Life Sciences,Research Scientist,4,2949,1,2,37,39,13,Divorced,9,2,0,0,9,10,current smoker,social drinker
8729,Doctor,Life Sciences,Healthcare Representative,2,1047,4,10,11,25,6,Married,9,4,4,1,6,5,never smoked,social drinker
8730,Doctor,Marketing,Manager,3,3617,1,4,18,4,15,Married,3,7,4,5,3,0,never smoked,drink a lot
8731,Doctor,Life Sciences,Healthcare Representative,2,6178,3,5,24,2,8,Divorced,2,8,0,4,0,0,current smoker,drink a lot
8732,Master,Marketing,Sales Executive,4,2198,4,7,20,33,4,Married,6,4,8,5,7,6,tried smoking,drink a lot
8733,Doctor,Human Resources,Manager,1,3665,4,5,8,9,18,Married,10,10,9,7,7,10,tried smoking,drink a lot
8734,Doctor,Marketing,Sales Executive,3,1205,2,4,10,29,16,Divorced,5,5,10,0,4,0,never smoked,drink a lot
8735,Below College,Marketing,Healthcare Representative,1,9490,1,3,17,27,8,Married,1,8,6,6,5,6,never smoked,never
8736,College,Marketing,Laboratory Technician,3,2878,4,9,6,2,4,Single,10,3,3,4,8,8,former smoker,never
8737,Master,Medical,Research Scientist,2,16838,1,2,27,21,18,Married,4,9,8,9,1,10,current smoker,never
8738,College,Marketing,Healthcare Representative,3,7025,2,4,17,34,3,Married,5,6,7,3,7,5,former smoker,social drinker
8739,College,Medical,Sales Executive,3,7243,4,6,6,15,1,Divorced,6,6,1,5,8,6,never smoked,drink a lot
8740,Doctor,Human Resources,Laboratory Technician,4,7916,3,3,8,25,0,Single,10,7,8,7,0,10,tried smoking,social drinker
8741,Master,Human Resources,Sales Representative,1,3582,2,5,34,2,0,Single,9,4,2,1,7,4,current smoker,drink a lot
8742,Doctor,Marketing,Manager,1,17647,1,8,4,12,11,Married,6,4,5,9,3,6,former smoker,never
8743,Bachelor,Human Resources,Laboratory Technician,4,3706,2,7,18,11,14,Married,6,3,2,4,5,9,former smoker,never
8744,Below College,Other,Human Resources,4,9124,1,9,24,13,1,Single,2,3,5,0,9,3,never smoked,drink a lot
8745,Master,Marketing,Research Director,4,3574,3,3,3,29,4,Single,7,9,1,6,1,3,current smoker,social drinker
8746,Master,Marketing,Research Scientist,4,5097,4,9,16,12,5,Single,1,2,6,2,4,6,never smoked,never
8747,Below College,Marketing,Healthcare Representative,2,1978,2,6,38,12,12,Single,9,4,10,1,5,8,never smoked,social drinker
8748,Below College,Life Sciences,Sales Executive,2,3319,2,9,27,6,2,Single,1,7,1,2,0,1,former smoker,never
8749,Bachelor,Other,Manager,3,13720,2,4,26,26,7,Single,4,4,8,7,1,0,tried smoking,social drinker
8750,Master,Life Sciences,Healthcare Representative,4,17400,3,2,25,29,0,Divorced,5,9,1,8,1,3,never smoked,drink a lot
8751,Master,Marketing,Manager,2,19422,1,2,5,26,3,Divorced,4,9,9,6,6,0,never smoked,drink a lot
8752,Bachelor,Human Resources,Research Scientist,4,1664,2,6,11,26,15,Married,2,4,4,6,8,10,tried smoking,drink a lot
8753,Below College,Marketing,Healthcare Representative,3,1361,2,2,10,18,9,Married,10,7,7,7,5,10,never smoked,social drinker
8754,Doctor,Medical,Healthcare Representative,3,2911,3,0,11,25,10,Single,8,8,2,8,10,2,current smoker,drink a lot
8755,Bachelor,Other,Human Resources,4,12820,3,1,10,39,4,Divorced,9,8,9,9,9,6,tried smoking,drink a lot
8756,Doctor,Life Sciences,Research Scientist,4,15050,2,9,1,4,12,Single,3,7,9,4,9,0,former smoker,social drinker
8757,Master,Life Sciences,Healthcare Representative,1,6932,3,4,20,20,17,Single,5,8,5,10,8,3,tried smoking,drink a lot
8758,Master,Marketing,Sales Representative,2,3656,4,9,20,10,0,Single,6,7,5,0,3,7,never smoked,never
8759,Master,Other,Research Director,3,3646,4,1,26,18,10,Married,3,10,9,7,3,3,never smoked,social drinker
8760,Bachelor,Human Resources,Sales Representative,2,9523,3,7,8,29,16,Divorced,10,9,7,0,9,10,former smoker,never
8761,Below College,Other,Sales Representative,1,10117,2,9,24,17,2,Divorced,5,5,10,10,5,2,tried smoking,never
8762,College,Life Sciences,Manager,3,1410,4,0,23,11,18,Single,7,4,0,9,9,2,former smoker,drink a lot
8763,Doctor,Other,Research Director,1,15310,1,10,1,16,6,Divorced,7,5,0,8,0,8,tried smoking,social drinker
8764,Bachelor,Life Sciences,Sales Executive,2,5023,4,3,39,4,15,Divorced,7,2,1,7,4,1,never smoked,social drinker
8765,College,Life Sciences,Human Resources,1,8288,1,4,13,39,15,Married,4,10,3,10,0,2,former smoker,social drinker
8766,Master,Human Resources,Human Resources,1,2880,3,9,11,3,8,Divorced,4,9,9,2,4,4,current smoker,social drinker
8767,Bachelor,Marketing,Manufacturing Director,4,7981,2,2,8,3,10,Divorced,9,10,10,1,4,4,current smoker,never
8768,Bachelor,Human Resources,Sales Executive,1,5383,3,7,8,2,11,Married,1,2,6,0,0,0,tried smoking,drink a lot
8769,Master,Medical,Laboratory Technician,4,4091,2,10,37,30,5,Married,6,7,6,4,9,9,tried smoking,social drinker
8770,Below College,Human Resources,Sales Representative,1,3688,4,8,8,36,12,Married,9,2,7,8,0,9,former smoker,never
8771,Doctor,Marketing,Manufacturing Director,3,3726,1,5,26,29,8,Married,10,5,4,7,2,5,current smoker,never
8772,Doctor,Life Sciences,Laboratory Technician,3,1334,1,8,34,35,17,Married,10,3,9,0,5,1,current smoker,never
8773,Bachelor,Other,Laboratory Technician,2,13004,3,1,25,13,0,Married,8,3,7,8,6,8,never smoked,never
8774,Bachelor,Life Sciences,Manufacturing Director,2,14514,1,1,30,30,12,Single,8,8,2,7,9,1,tried smoking,never
8775,College,Medical,Laboratory Technician,4,1732,2,8,26,14,14,Divorced,2,6,3,8,0,2,former smoker,never
8776,Doctor,Marketing,Laboratory Technician,4,8362,2,0,30,31,10,Married,4,9,8,7,6,2,former smoker,never
8777,Below College,Marketing,Human Resources,1,4185,4,4,30,32,9,Married,3,7,8,2,7,0,former smoker,social drinker
8778,Master,Other,Sales Representative,4,3483,3,6,4,39,0,Divorced,4,4,10,4,9,3,never smoked,never
8779,Bachelor,Human Resources,Sales Executive,3,9026,1,9,39,28,4,Married,2,7,1,0,4,1,current smoker,drink a lot
8780,Below College,Human Resources,Laboratory Technician,4,8014,1,7,11,30,10,Divorced,2,5,5,10,0,2,tried smoking,never
8781,Master,Medical,Human Resources,1,8443,1,3,2,29,18,Married,2,8,4,5,2,7,never smoked,never
8782,Master,Human Resources,Sales Representative,4,8550,3,8,17,13,3,Single,8,4,9,6,2,10,current smoker,drink a lot
8783,Below College,Life Sciences,Sales Executive,4,5373,2,10,29,7,7,Divorced,4,5,10,3,9,3,former smoker,never
8784,Below College,Marketing,Laboratory Technician,3,7197,4,8,29,1,2,Divorced,1,9,3,4,2,1,current smoker,drink a lot
8785,Doctor,Human Resources,Human Resources,3,1034,1,4,21,6,3,Single,8,2,5,9,4,9,never smoked,drink a lot
8786,Master,Human Resources,Research Director,4,5650,1,5,31,35,1,Divorced,1,2,7,1,2,2,tried smoking,never
8787,Doctor,Marketing,Research Scientist,3,2015,2,8,29,6,12,Single,4,9,5,0,4,2,never smoked,social drinker
8788,Below College,Human Resources,Laboratory Technician,1,9846,4,8,26,11,14,Married,7,3,0,6,10,2,never smoked,drink a lot
8789,College,Medical,Research Scientist,2,4202,2,5,27,2,4,Single,6,6,9,3,3,2,tried smoking,never
8790,Master,Human Resources,Manufacturing Director,4,1405,1,9,9,11,8,Divorced,5,9,3,3,9,8,former smoker,social drinker
8791,Below College,Life Sciences,Manufacturing Director,3,4597,4,6,28,17,8,Divorced,9,5,10,9,1,7,current smoker,never
8792,Master,Human Resources,Laboratory Technician,2,4256,1,2,39,37,5,Divorced,7,3,3,2,0,7,never smoked,never
8793,College,Life Sciences,Sales Representative,4,12554,2,10,8,0,2,Divorced,6,6,9,7,7,7,tried smoking,drink a lot
8794,Doctor,Marketing,Research Scientist,2,1249,1,7,28,36,2,Married,8,2,6,6,4,4,current smoker,never
8795,College,Marketing,Human Resources,1,10620,2,7,7,25,9,Divorced,7,9,5,0,1,1,never smoked,never
8796,Doctor,Life Sciences,Manager,4,14324,3,0,26,12,15,Married,7,5,2,5,4,5,former smoker,never
8797,College,Marketing,Manufacturing Director,3,6440,2,4,37,35,4,Single,9,7,0,1,7,5,never smoked,never
8798,Master,Other,Laboratory Technician,1,2733,2,1,21,39,3,Married,6,8,8,9,10,9,never smoked,social drinker
8799,College,Marketing,Healthcare Representative,3,10251,4,10,21,0,4,Single,3,7,9,1,9,2,never smoked,drink a lot
8800,Below College,Medical,Manufacturing Director,4,4557,3,5,9,5,3,Single,6,7,2,2,0,9,former smoker,drink a lot
8801,Doctor,Medical,Research Director,1,5606,1,9,27,14,17,Married,1,9,0,7,6,4,never smoked,never
8802,Doctor,Other,Research Scientist,4,1172,3,6,21,16,10,Single,1,10,3,6,2,5,current smoker,social drinker
8803,Doctor,Life Sciences,Manufacturing Director,4,7035,1,4,18,26,3,Divorced,1,5,6,0,1,2,former smoker,drink a lot
8804,Master,Other,Laboratory Technician,1,3298,3,0,17,9,15,Married,6,9,5,9,9,10,never smoked,social drinker
8805,College,Medical,Sales Executive,3,9650,3,3,7,7,18,Married,2,7,8,1,6,4,never smoked,never
8806,Master,Human Resources,Manager,3,19401,3,2,29,22,8,Married,1,2,8,5,4,9,former smoker,social drinker
8807,Below College,Human Resources,Research Director,2,7277,1,10,36,3,14,Married,4,7,7,7,2,0,former smoker,never
8808,Below College,Life Sciences,Manager,4,2607,3,0,27,29,13,Single,5,6,5,7,7,0,never smoked,social drinker
8809,Bachelor,Life Sciences,Manufacturing Director,3,16285,1,7,30,3,14,Divorced,1,4,4,9,7,3,never smoked,drink a lot
8810,Doctor,Medical,Manager,2,4242,1,3,32,39,15,Married,7,10,0,10,3,7,tried smoking,drink a lot
8811,Bachelor,Other,Laboratory Technician,2,7087,4,5,23,1,16,Divorced,2,7,3,8,10,3,current smoker,never
8812,Below College,Other,Manufacturing Director,1,11655,3,2,4,13,15,Divorced,3,10,9,7,8,9,former smoker,never
8813,Master,Human Resources,Sales Representative,3,6425,4,2,32,17,18,Married,8,10,3,0,1,8,former smoker,social drinker
8814,Bachelor,Life Sciences,Sales Representative,2,5934,3,10,26,11,6,Married,8,8,1,3,3,3,former smoker,never
8815,Doctor,Human Resources,Manufacturing Director,4,1607,1,9,10,31,6,Divorced,6,9,3,7,5,0,tried smoking,drink a lot
8816,Master,Human Resources,Manufacturing Director,3,6286,3,2,1,1,15,Divorced,9,5,2,8,1,1,former smoker,drink a lot
8817,College,Life Sciences,Healthcare Representative,3,5615,3,8,30,36,8,Single,2,8,1,3,8,4,tried smoking,never
8818,Below College,Life Sciences,Manufacturing Director,4,2841,3,5,9,17,0,Single,4,6,2,9,0,7,tried smoking,social drinker
8819,College,Other,Research Director,3,2244,4,0,34,9,14,Single,2,9,3,1,8,3,never smoked,drink a lot
8820,Doctor,Life Sciences,Research Scientist,1,7081,3,3,16,7,8,Divorced,4,4,9,10,5,8,tried smoking,drink a lot
8821,Master,Marketing,Sales Executive,1,3131,3,8,28,5,9,Married,6,6,9,10,10,8,tried smoking,drink a lot
8822,Master,Marketing,Sales Representative,1,3678,2,7,31,22,17,Single,4,2,1,5,3,0,never smoked,never
8823,Master,Other,Manager,3,13896,1,5,0,24,15,Married,8,4,7,5,7,9,tried smoking,drink a lot
8824,Bachelor,Other,Healthcare Representative,3,11975,1,0,11,20,15,Single,6,2,7,6,6,0,never smoked,never
8825,College,Medical,Sales Executive,3,2410,2,0,11,36,11,Divorced,3,2,9,1,5,10,current smoker,never
8826,Below College,Medical,Healthcare Representative,3,8694,4,2,32,8,4,Divorced,7,6,9,7,3,2,tried smoking,social drinker
8827,Bachelor,Other,Research Scientist,1,3180,1,4,5,6,12,Divorced,4,2,2,6,10,3,tried smoking,never
8828,Doctor,Other,Manufacturing Director,4,7541,4,2,39,38,0,Married,7,10,5,5,5,0,never smoked,drink a lot
8829,Bachelor,Marketing,Healthcare Representative,2,2692,4,0,37,31,9,Divorced,4,4,3,5,3,1,tried smoking,social drinker
8830,Doctor,Human Resources,Manufacturing Director,3,1397,3,8,4,35,1,Married,3,7,10,3,3,9,current smoker,drink a lot
8831,College,Marketing,Sales Representative,3,16228,4,2,35,8,17,Divorced,3,9,6,5,9,5,current smoker,never
8832,Master,Marketing,Research Scientist,4,1928,1,3,7,17,14,Divorced,10,5,4,9,0,4,current smoker,drink a lot
8833,Bachelor,Other,Human Resources,3,4782,3,3,32,29,0,Single,8,2,8,5,9,9,never smoked,never
8834,College,Other,Research Director,2,9033,4,6,4,25,12,Single,2,9,10,8,4,8,tried smoking,never
8835,Doctor,Marketing,Human Resources,3,6492,3,4,25,24,1,Single,10,4,4,5,0,3,former smoker,social drinker
8836,College,Life Sciences,Research Director,2,8293,2,7,30,30,10,Married,4,10,10,2,2,7,current smoker,drink a lot
8837,Doctor,Life Sciences,Laboratory Technician,4,6544,2,9,20,7,2,Married,4,5,5,0,10,8,tried smoking,social drinker
8838,Bachelor,Medical,Healthcare Representative,4,7176,1,5,19,4,4,Married,7,5,3,9,4,4,current smoker,social drinker
